City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,tura,25.5198,90.2201,287.78,67,1,1.22,IN,1676075691
278,rocha,-34.4833,-54.3333,294.56,85,0,3.1,UY,1676075691
279,kalamazoo,42.2506,-85.55,271.31,64,0,4.12,US,1676075692
280,saint-joseph,-21.3667,55.6167,297.36,80,2,3.38,RE,1676075692
281,lodhikheda,21.5833,78.8333,292.19,24,0,1.73,IN,1676075693
282,cavalcante,-13.7975,-47.4583,295.13,73,25,0.64,BR,1676075693
283,bandarbeyla,9.4942,50.8122,297.72,68,66,8.88,SO,1676075694
284,killybegs,54.6333,-8.45,282.19,84,100,5.85,IE,1676075694
285,johnson city,36.3134,-82.3535,283.95,57,20,2.06,US,1676075417
286,codrington,-38.2667,141.9667,295.87,56,39,5.91,AU,1676075696
287,manali,13.1667,80.2667,296.2,77,100,2.12,IN,1676075696
288,ridgecrest,35.6225,-117.6709,291.07,14,75,3.09,US,1676075696
289,chemal,51.4111,86.005,257.37,96,100,1.82,RU,1676075697
290,potiskum,11.7091,11.0694,293.36,11,0,4.64,NG,1676075698
291,caravelas,-17.7125,-39.2481,297.89,85,6,2.77,BR,1676075698
292,berdigestyakh,62.0989,126.6992,239.5,97,99,0.59,RU,1676075699
293,masindi,1.6744,31.715,294.54,44,46,1.01,UG,1676075700
294,havelock,34.8791,-76.9013,292.13,88,0,2.57,US,1676075700
295,keti bandar,24.1447,67.4497,293.83,83,0,4.61,PK,1676075701
296,lenoir,35.2335,-77.6497,294.31,56,75,0.0,US,1676075702
297,hirado,33.3597,129.5531,285.03,61,100,6.66,JP,1676075702
298,avera,33.194,-82.5271,287.9,76,100,1.44,US,1676075703
299,nanortalik,60.1432,-45.2371,264.54,69,100,10.18,GL,1676075704
300,presidencia roque saenz pena,-26.7852,-60.4388,301.79,48,4,2.38,AR,1676075704
301,baherden,38.4362,57.4316,271.64,71,11,1.91,TM,1676075705
302,show low,34.2542,-110.0298,280.31,16,0,3.09,US,1676075706
303,sisimiut,66.9395,-53.6735,245.88,100,91,2.19,GL,1676075706
304,bela,25.9333,81.9833,287.81,47,0,0.88,IN,1676075707
305,najran,17.4924,44.1277,285.51,43,0,0.4,SA,1676075561
306,denizli,37.8402,29.0698,272.45,71,1,0.9,TR,1676075708
307,arman,59.7,150.1667,257.23,91,100,3.53,RU,1676075709
308,salinopolis,-0.6136,-47.3561,299.02,85,90,3.31,BR,1676075709
309,marzuq,14.4,46.4667,288.81,68,0,0.63,YE,1676075710
310,santo augusto,-27.8508,-53.7772,296.23,62,70,4.18,BR,1676075710
311,tingi,-11.3,35.0333,290.83,79,80,1.82,TZ,1676075711
312,kondinskoye,59.6481,67.41,263.56,95,98,5.93,RU,1676075712
313,omboue,-1.5746,9.2618,299.45,87,100,2.35,GA,1676075713
314,naron,43.5167,-8.1528,281.26,77,0,2.47,ES,1676075713
315,ponta do sol,32.6667,-17.1,287.04,80,100,5.72,PT,1676075714
316,ayan,56.45,138.1667,251.61,75,21,1.64,RU,1676075538
317,burgeo,47.6167,-57.6152,272.63,95,100,13.84,CA,1676075421
318,robe,-37.1833,139.75,290.41,83,100,8.65,AU,1676075715
319,otradnoye,59.7775,30.8181,271.46,88,100,4.23,RU,1676075715
320,limbdi,22.5667,71.8,292.13,65,0,4.05,IN,1676075716
321,samarai,-10.6167,150.6667,299.86,84,100,3.46,PG,1676075716
322,sitka,57.0531,-135.33,277.09,60,100,4.63,US,1676075717
323,lubao,14.9167,120.55,298.99,64,87,4.32,PH,1676075718
324,warragul,-38.1667,145.9333,304.79,27,0,1.35,AU,1676075718
325,obo,5.3998,26.4869,295.54,32,15,1.04,CF,1676075719
326,margate,51.3813,1.3862,279.75,82,100,0.89,GB,1676075719
327,bereda,43.2686,-7.5406,274.49,97,3,0.66,ES,1676075720
328,lebu,-37.6167,-73.65,288.21,87,0,5.89,CL,1676075720
329,snasa,64.2457,12.3778,269.82,98,95,1.91,NO,1676075721
330,shimoda,34.6667,138.95,286.35,74,97,3.69,JP,1676075722
331,visby,57.6409,18.296,277.27,87,100,11.83,SE,1676075502
332,sorong,-0.8833,131.25,300.81,77,100,2.87,ID,1676075722
333,fort nelson,58.8053,-122.7002,266.92,73,20,2.06,CA,1676075723
334,tishchenskoye,45.4606,41.6738,263.95,96,95,1.76,RU,1676075723
335,leningradskiy,69.3833,178.4167,244.17,96,100,5.26,RU,1676075724
336,alcudia,39.8532,3.1214,278.36,63,0,0.95,ES,1676075725
337,aksu,41.1231,80.2644,272.11,64,100,1.47,CN,1676075725
338,perth,-31.9333,115.8333,294.08,66,20,5.66,AU,1676075461
339,aasiaat,68.7098,-52.8699,246.76,93,100,3.12,GL,1676075726
340,deming,32.2687,-107.7586,282.09,20,0,2.57,US,1676075727
341,talara,-4.5772,-81.2719,300.57,65,75,3.6,PE,1676075727
342,hualmay,-11.0964,-77.6139,295.96,84,100,3.17,PE,1676075728
343,sao joao da barra,-21.6403,-41.0511,299.2,87,100,8.23,BR,1676075497
344,le port,-20.9373,55.2919,298.15,76,0,2.2,RE,1676075729
345,los llanos de aridane,28.6585,-17.9182,287.01,92,75,1.54,ES,1676075729
346,husavik,66.0449,-17.3389,276.33,74,100,8.18,IS,1676075730
347,ballina,-28.8667,153.5667,300.94,62,0,3.98,AU,1676075731
348,ahipara,-35.1667,173.1667,293.8,75,100,6.44,NZ,1676075731
349,guerrero negro,27.9769,-114.0611,292.79,29,81,4.71,MX,1676075732
350,yumen,40.2833,97.2,269.61,46,100,0.92,CN,1676075733
351,mount isa,-20.7333,139.5,304.02,45,10,5.66,AU,1676075733
352,ewa beach,21.3156,-158.0072,301.12,51,0,14.4,US,1676075734
353,panama city,8.9936,-79.5197,301.12,71,0,4.63,PA,1676075679
354,gat,31.61,34.7642,283.93,68,0,0.57,IL,1676075735
355,mangai,-4.05,19.5333,295.99,62,96,0.6,CD,1676075735
356,czarnkow,52.9021,16.5641,274.5,77,100,7.35,PL,1676075736
357,panjab,34.388,67.0233,247.95,99,62,2.42,AF,1676075736
358,brae,60.3964,-1.353,281.46,79,100,11.1,GB,1676075737
359,port lincoln,-34.7333,135.8667,294.63,61,0,6.63,AU,1676075737
360,vung tau,10.346,107.0843,298.59,78,91,6.68,VN,1676075612
361,west lorne,42.6001,-81.5998,272.42,72,66,7.48,CA,1676075738
362,hasaki,35.7333,140.8333,281.37,53,0,11.68,JP,1676075739
363,zhezkazgan,47.8043,67.7144,257.85,98,100,2.09,KZ,1676075739
364,adiake,5.2863,-3.304,298.81,89,2,2.1,CI,1676075740
365,palu,-0.8917,119.8707,302.23,63,100,0.24,ID,1676075740
366,tuatapere,-46.1333,167.6833,293.15,47,82,2.15,NZ,1676075741
367,lorengau,-2.0226,147.2712,300.51,79,100,2.71,PG,1676075742
368,vanimo,-2.6741,141.3028,300.94,77,100,4.46,PG,1676075742
369,samarkand,39.6542,66.9597,267.83,68,100,2.06,UZ,1676075742
370,hofn,64.2539,-15.2082,275.88,82,100,2.32,IS,1676075743
371,yar-sale,66.8333,70.8333,262.67,94,33,5.15,RU,1676075744
372,mogocha,53.7333,119.7667,250.16,97,40,0.58,RU,1676075720
373,rio grande,-32.035,-52.0986,298.21,81,0,7.04,BR,1676075744
374,hastings,50.8552,0.5729,281.01,59,100,4.0,GB,1676075745
375,kupang,-10.1667,123.5833,298.47,100,75,0.51,ID,1676075746
376,la orilla,17.9833,-102.2333,298.38,69,0,3.14,MX,1676075746
377,road town,18.4167,-64.6167,298.2,73,20,6.69,VG,1676075747
378,finschhafen,-6.6024,147.8681,299.62,83,100,1.17,PG,1676075747
379,pitimbu,-7.4706,-34.8086,299.48,71,85,5.64,BR,1676075748
380,san patricio,28.017,-97.5169,287.5,44,5,6.47,US,1676075749
381,marienburg,54.0359,19.0266,276.4,89,100,8.47,PL,1676075749
382,severomuysk,56.1481,113.4267,250.67,98,99,1.7,RU,1676075750
383,wanning,18.8003,110.3967,297.99,82,6,4.52,CN,1676075750
384,cururupu,-1.8283,-44.8683,297.28,94,76,1.34,BR,1676075628
385,tawang,27.5833,91.8667,272.99,76,39,1.31,IN,1676075751
386,teknaf,20.8624,92.3058,291.51,58,0,3.19,BD,1676075752
387,mocuba,-16.8392,36.9856,296.53,94,100,1.68,MZ,1676075752
388,batticaloa,7.7102,81.6924,296.8,77,100,1.2,LK,1676075753
389,rantepao,-2.9701,119.8978,298.75,57,100,0.63,ID,1676075753
390,lillooet,50.6856,-121.942,276.42,90,95,2.09,CA,1676075754
391,victoria,22.2855,114.1577,293.13,92,99,6.71,HK,1676075455
392,yertsevo,60.7966,40.086,270.13,95,100,5.16,RU,1676075755
393,weligama,5.9667,80.4167,295.83,89,100,1.92,LK,1676075755
394,leiyang,26.4024,112.8591,283.08,91,100,1.07,CN,1676075756
395,gornyatskiy,48.2915,40.9575,262.59,91,5,1.92,RU,1676075756
396,baturaja,-4.1333,104.1667,297.97,88,86,0.77,ID,1676075757
397,batemans bay,-35.7167,150.1833,304.61,34,1,2.23,AU,1676075757
398,baykit,61.67,96.37,251.75,99,100,1.84,RU,1676075758
399,marawi,7.9986,124.2928,296.98,76,22,1.47,PH,1676075758
400,forst,51.7333,14.6333,274.76,81,100,6.14,DE,1676075759
401,tevaitoa,-16.7833,-151.5,301.0,70,56,4.24,PF,1676075759
402,pacific grove,36.6177,-121.9166,287.44,77,20,4.63,US,1676075755
403,tashtyp,52.7939,89.8983,250.17,100,46,1.11,RU,1676075761
404,saint anthony,45.0205,-93.218,269.68,71,0,3.09,US,1676075762
405,nikolayevka,53.1257,47.2041,265.52,91,96,5.68,RU,1676075763
406,healesville,-37.65,145.5167,304.93,55,0,3.76,AU,1676075764
407,kavieng,-2.5744,150.7967,300.9,78,100,4.89,PG,1676075764
408,tabalosos,-6.35,-76.6833,296.26,97,72,1.39,PE,1676075765
409,buala,-8.145,159.5921,302.8,68,98,0.96,SB,1676075765
410,turayf,31.6725,38.6637,275.29,51,0,8.23,SA,1676075766
411,gimli,50.6336,-96.9907,267.16,73,100,6.69,CA,1676075766
412,hobyo,5.3505,48.5268,297.71,72,100,9.57,SO,1676075767
413,makakilo city,21.3469,-158.0858,300.33,50,0,14.4,US,1676075769
414,teahupoo,-17.8333,-149.2667,300.13,76,22,4.75,PF,1676075770
415,atambua,-9.1061,124.8925,298.65,82,100,2.32,ID,1676075770
416,abha,18.2164,42.5053,284.05,37,0,0.0,SA,1676075685
417,igarka,67.4667,86.5833,262.84,94,100,6.76,RU,1676075771
418,karera,25.4667,78.15,290.93,43,0,3.58,IN,1676075772
419,cascais,38.6979,-9.4215,283.74,59,100,7.6,PT,1676075772
420,byron bay,-28.65,153.6167,300.9,58,9,3.83,AU,1676074996
421,padang,-0.9492,100.3543,299.38,77,17,2.03,ID,1676075773
422,port hawkesbury,45.6169,-61.3485,278.03,99,100,4.92,CA,1676075729
423,shieli,44.1667,66.75,270.33,74,100,9.2,KZ,1676075711
424,bo phloi,14.3236,99.5161,299.31,55,0,1.46,TH,1676075775
425,ferkessedougou,9.6,-5.2,299.11,42,0,0.85,CI,1676075775
426,constitucion,-35.3333,-72.4167,288.59,72,0,7.15,CL,1676075776
427,sabha,27.0377,14.4283,281.3,39,4,4.09,LY,1676075777
428,general roca,-39.0333,-67.5833,301.27,9,0,6.12,AR,1676075777
429,lagoa,39.05,-27.9833,287.27,75,74,4.98,PT,1676075778
430,bagotville,-28.9833,153.4167,301.28,62,0,3.47,AU,1676075778
431,frontera,26.9333,-101.45,287.22,33,66,2.24,MX,1676075753
432,jasper,37.2001,-94.3502,275.38,77,0,1.54,US,1676075617
433,mpika,-11.8343,31.4529,289.33,97,98,2.22,ZM,1676075780
434,inuvik,68.3499,-133.7218,249.63,77,100,1.03,CA,1676075780
435,feijo,-8.1642,-70.3536,296.38,97,77,0.74,BR,1676075781
436,comodoro rivadavia,-45.8667,-67.5,298.07,22,0,12.35,AR,1676075781
437,manokwari,-0.8667,134.0833,300.61,74,85,2.91,ID,1676075782
438,alekseyevsk,57.8406,108.3492,255.15,97,100,2.02,RU,1676075782
439,nurota,40.5614,65.6886,268.15,41,0,3.12,UZ,1676075783
440,macusani,-14.0833,-70.4333,277.49,83,94,2.79,PE,1676075784
441,goderich,43.7501,-81.7165,272.54,69,100,8.23,CA,1676075784
442,darhan,49.4867,105.9228,250.35,100,100,1.61,MN,1676075785
443,almeirim,-1.5233,-52.5817,297.29,91,23,1.38,BR,1676075785
444,davila,18.4726,120.5763,296.14,64,4,2.11,PH,1676075786
445,tanggu,39.0211,117.6469,274.13,71,5,2.55,CN,1676075786
446,igrim,63.1906,64.4162,263.2,93,97,3.96,RU,1676075787
447,highland springs,37.546,-77.3278,286.22,56,0,2.06,US,1676075572
448,le pradet,43.1066,6.0172,280.17,73,0,1.54,FR,1676075788
449,sayanogorsk,53.0875,91.3997,251.9,96,33,1.66,RU,1676075531
450,madras,13.0878,80.2785,296.14,88,20,0.0,IN,1676075638
451,ajra,16.1167,74.2,292.26,31,68,1.41,IN,1676075789
452,gao,16.6362,1.637,296.7,12,0,4.78,ML,1676075790
453,grindavik,63.8424,-22.4338,278.12,87,75,6.69,IS,1676075791
454,hervey bay,-25.2986,152.8535,300.83,55,0,2.49,AU,1676075523
455,stepnyak,52.8339,70.7803,249.09,100,92,1.88,KZ,1676075792
456,camacha,33.0833,-16.3333,286.83,77,40,7.72,PT,1676075792
457,nikki,9.9401,3.2108,298.17,15,0,2.01,BJ,1676075793
458,praia da vitoria,38.7333,-27.0667,287.29,88,20,3.72,PT,1676075746
459,katobu,-4.9408,122.5276,301.28,73,97,1.91,ID,1676075793
460,salalah,17.0151,54.0924,298.2,25,0,6.17,OM,1676075794
461,borogontsy,62.6683,131.1683,234.09,98,86,1.61,RU,1676075795
462,daru,-9.0763,143.2092,302.05,69,100,5.98,PG,1676075795
463,chanika,-5.4167,38.0167,293.96,92,100,0.85,TZ,1676075796
464,fairbanks,64.8378,-147.7164,257.55,72,75,1.54,US,1676075796
465,merauke,-8.4667,140.3333,301.51,74,100,7.49,ID,1676075797
466,aranos,-24.1333,19.1167,296.18,25,6,2.31,NA,1676075798
467,ahuimanu,21.4447,-157.8378,300.99,62,20,13.38,US,1676075798
468,hajipur,25.6833,85.2167,289.14,94,0,0.0,IN,1676075799
469,guajara,-2.9667,-57.6667,297.18,97,99,0.43,BR,1676075799
470,inirida,3.8653,-67.9239,296.39,94,98,0.3,CO,1676075800
471,skjervoy,70.0311,20.9714,271.15,78,100,15.31,NO,1676075800
472,kafanchan,9.5833,8.3,293.75,15,0,2.93,NG,1676075801
473,sumbe,-11.2061,13.8437,296.45,84,10,3.64,AO,1676075801
474,nhulunbuy,-12.2333,136.7667,298.49,94,75,7.72,AU,1676075802
475,loknya,56.83,30.1467,268.85,91,100,4.48,RU,1676075802
476,dicabisagan,17.0818,122.4157,299.18,71,92,0.93,PH,1676075803
477,saurimo,-9.6608,20.3916,291.7,89,100,1.53,AO,1676075803
478,ostrogozhsk,50.8664,39.0756,266.66,88,100,4.69,RU,1676075727
479,marihatag,8.7936,126.2969,299.12,84,15,1.92,PH,1676075804
480,nome,64.5011,-165.4064,257.19,66,0,11.32,US,1676075599
481,pafos,34.7667,32.4167,280.03,61,0,3.6,CY,1676075805
482,uray,60.1247,64.7758,265.68,93,100,4.93,RU,1676075806
483,nuuk,64.1835,-51.7216,253.24,96,100,3.11,GL,1676075806
484,agirish,61.9247,63.0231,262.77,93,91,3.64,RU,1676075807
485,kalmunai,7.4167,81.8167,296.32,80,100,1.82,LK,1676075807
486,belyy yar,53.6039,91.3903,247.51,97,75,0.0,RU,1676075808
487,semey,50.4111,80.2275,259.83,83,47,5.79,KZ,1676075808
488,magway,20.15,94.9167,292.55,45,0,0.61,MM,1676075809
489,bairnsdale,-37.8333,147.6167,302.14,40,0,3.2,AU,1676075809
490,balkhash,46.844,74.9804,262.49,92,75,5.0,KZ,1676075810
491,knysna,-34.0363,23.0471,293.56,66,0,2.9,ZA,1676075811
492,alice springs,-23.7,133.8833,305.9,40,0,4.63,AU,1676075704
493,isangel,-19.55,169.2667,300.21,89,100,8.75,VU,1676075811
494,sakakah,29.9697,40.2064,279.91,41,98,6.12,SA,1676075812
495,george town,5.4112,100.3354,299.11,93,20,1.03,MY,1676075613
496,kloulklubed,7.0419,134.2556,296.43,77,100,4.28,PW,1676075813
497,hvide sande,56.0045,8.1294,280.42,93,100,12.33,DK,1676075813
498,tombouctou,20.0,-3.0,295.89,14,67,5.07,ML,1676075814
499,bezhanitsy,56.9767,29.8907,268.95,90,100,4.78,RU,1676075815
500,hambantota,6.1241,81.1185,296.34,94,40,1.54,LK,1676075726
501,shaunavon,49.6501,-108.4181,274.03,65,6,7.78,CA,1676075651
502,syracuse,37.0881,15.2792,283.8,61,99,9.41,IT,1676075643
503,isla mujeres,21.2311,-86.731,299.18,78,0,3.78,MX,1676075816
504,cabedelo,-6.9811,-34.8339,299.52,73,100,5.83,BR,1676075817
505,chingirlau,51.095,54.0814,258.85,98,100,1.93,KZ,1676075817
506,timmins,48.4669,-81.3331,262.05,73,75,3.6,CA,1676075818
507,kulhudhuffushi,6.6221,73.07,299.49,75,39,1.66,MV,1676075819
508,armidale,-30.5167,151.65,301.01,21,1,2.83,AU,1676075819
509,yenagoa,4.9247,6.2642,299.77,85,81,1.46,NG,1676075820
510,faya,18.3851,42.4509,284.21,46,0,1.75,SA,1676075821
511,naustdal,61.509,5.7168,281.07,92,100,3.47,NO,1676075821
512,dogbo,6.8167,1.7833,298.19,89,0,2.03,BJ,1676075822
513,haines junction,60.7522,-137.5108,265.12,62,97,2.57,CA,1676075822
514,wau,7.7029,27.9953,298.01,20,1,2.43,SS,1676075823
515,rapid valley,44.0625,-103.1463,280.26,30,0,2.57,US,1676075824
516,gladstone,-23.85,151.25,302.11,48,0,2.57,AU,1676075824
517,praia,14.9215,-23.5087,293.45,77,20,6.17,CV,1676075727
518,astoria,46.1879,-123.8313,283.09,77,100,5.66,US,1676075825
519,flin flon,54.7682,-101.865,268.06,86,100,1.03,CA,1676075826
520,dubbo,-32.25,148.6167,303.22,37,16,6.69,AU,1676075826
521,ardabil,38.2498,48.2933,265.9,79,100,0.0,IR,1676075709
522,viedma,-40.8135,-62.9967,297.51,44,0,6.29,AR,1676075827
523,whitecourt,54.1502,-115.6855,279.73,39,75,3.09,CA,1676075827
524,tanabe,33.7333,135.3667,284.71,58,20,5.14,JP,1676075828
525,aplahoue,6.9333,1.6833,298.39,86,0,2.19,BJ,1676075829
526,preston,53.7667,-2.7167,282.87,91,100,7.2,GB,1676075574
527,guiratinga,-16.3494,-53.7583,296.13,86,100,1.12,BR,1676075830
528,nouadhibou,20.931,-17.0347,291.14,82,0,4.63,MR,1676075831
529,gogrial,8.5332,28.1004,297.92,21,6,2.43,SS,1676075831
530,okhotsk,59.3833,143.3,250.65,70,98,5.06,RU,1676075832
531,nalut,30.3333,10.85,279.41,78,96,4.8,LY,1676075832
532,noyabrsk,63.1994,75.4507,260.8,94,100,8.33,RU,1676075833
533,zhangye,38.9342,100.4517,270.68,42,100,3.8,CN,1676075833
534,fort-shevchenko,44.5086,50.263,269.81,68,2,1.05,KZ,1676075834
535,taybad,34.74,60.7756,269.76,60,6,6.27,IR,1676075835
536,russell,32.3502,-85.1999,287.75,89,100,2.3,US,1676075835
537,maumere,-8.6199,122.2111,300.26,79,100,1.72,ID,1676075836
538,hangu,39.2489,117.7892,274.17,66,6,2.97,CN,1676075837
539,sainte-maxime,43.3,6.6333,277.14,66,0,2.17,FR,1676075636
540,wanlaweyn,2.6185,44.8938,295.31,77,45,5.63,SO,1676075838
541,vavatenina,-17.4667,49.2,294.23,99,100,1.06,MG,1676075838
542,haapsalu,58.9431,23.5414,273.66,85,100,6.66,EE,1676075839
543,aldan,58.6031,125.3894,254.12,96,100,1.49,RU,1676075840
544,taua,-5.9667,-40.3,297.36,68,95,0.61,BR,1676075841
545,gizo,-8.103,156.8419,302.57,69,59,2.56,SB,1676075842
546,san luis,-33.295,-66.3356,299.59,28,7,2.97,AR,1676075842
547,ratnagiri,16.9833,73.3,295.52,43,100,2.28,IN,1676075843
548,bud,39.447,-86.1758,276.43,77,0,2.81,US,1676075843
549,trinidad,-14.8333,-64.9,297.25,96,100,1.48,BO,1676075844
550,macamic,48.7502,-78.9996,259.81,88,98,3.74,CA,1676075844
551,paamiut,61.994,-49.6678,256.1,88,92,3.92,GL,1676075845
552,cherdyn,60.403,56.4787,266.05,90,100,4.85,RU,1676075846
553,elat,29.5581,34.9482,282.06,71,37,3.09,IL,1676075600
554,poole,50.7167,-2.0,282.44,91,76,0.45,GB,1676075847
555,muskegon,43.3,-86.1334,271.45,64,100,4.12,US,1676075548
